Id,SalePrice
1461,114973.15703474316
1462,152393.64387138703
1463,163534.57032012692
1464,197805.68248594867
1465,184562.0820339133
1466,171011.27600388977
1467,194179.0600473591
1468,172566.61503503067
1469,193160.95313985797
1470,114788.7944311616
1471,201567.35843236325
1472,103898.96861831962
1473,98266.08480358313
1474,159777.58913075668
1475,123246.48490910676
1476,337328.8561796826
1477,244859.36037844454
1478,316250.44641491474
1479,298431.49219771026
1480,504626.0965115698
1481,295755.50340698194
1482,217017.2476226844
1483,168230.4126831871
1484,172760.44331258012
1485,199666.07395763116
1486,200021.9272444463
1487,290071.3817219392
1488,251707.3170998888
1489,179067.1500964931
1490,211523.2277764193
1491,202100.08643025268
1492,95898.58974774879
1493,228445.76486595834
1494,292475.2028461069
1495,271544.14073297597
1496,228294.86313590748
1497,165897.5124554345
1498,168345.1031574949
1499,170809.93339745965
1500,160790.53272112593
1501,162902.13111087974
1502,164680.87932892045
1503,283803.77853821876
1504,248370.52439649063
1505,221165.8774157109
1506,198860.96038378592
1507,230705.53948252002
1508,198647.91512483096
1509,161732.8926003865
1510,139770.51309413943
1511,141704.75408190503
1512,163566.03532592312
1513,138012.75450565876
1514,149336.5634597921
1515,171040.79093878047
1516,143007.8875575472
1517,155845.40352307996
1518,135020.4030523001
1519,211087.29907745862
1520,124456.11896785488
1521,118641.6030311285
1522,177071.9719192772
1523,94064.33434551701
1524,120164.04128134939
1525,108003.36098637365
1526,105474.82381232837
1527,97828.86810615026
1528,141244.54784116545
1529,148458.26733055146
1530,202093.92940425212
1531,127786.83346523654
1532,110026.68347314966
1533,162508.3854971298
1534,137519.36089855962
1535,145858.2543047679
1536,101347.51075621687
1537,69262.64101148087
1538,162337.41532456505
1539,203438.30097770193
1540,98878.95651430235
1541,147003.155555022
1542,135251.85593575446
1543,167632.5991130546
1544,94791.93991391273
1545,120431.72044476349
1546,147170.44920920182
1547,131973.22438824864
1548,129943.15854142154
1549,116490.4343484474
1550,125644.49070871124
1551,126686.6747837785
1552,134929.87902792596
1553,129958.59268518873
1554,122434.5086489334
1555,150826.68539042296
1556,87799.71961793832
1557,84051.26929357897
1558,116941.35291718651
1559,59720.42519683411
1560,145509.9886900602
1561,110767.61153473862
1562,139979.02727272452
1563,113678.30504269265
1564,156319.37042491298
1565,144760.3423900422
1566,248105.07343354137
1567,84575.68925859097
1568,235588.59308846155
1569,113733.55280811948
1570,148866.45796583997
1571,115643.26282502695
1572,138705.11060599008
1573,222704.4397027222
1574,115867.43964916593
1575,224908.94295282307
1576,263974.848397509
1577,187385.6907262268
1578,143245.31888965404
1579,128942.2967219799
1580,209695.0628138647
1581,154600.68758840938
1582,133283.69560939874
1583,307257.5579957859
1584,218064.5926129826
1585,144585.9615185313
1586,89085.71403752734
1587,109741.80037596797
1588,137805.90808884922
1589,104903.81987800966
1590,136736.2080694769
1591,85912.93554441875
1592,120574.65586662358
1593,131592.4830000004
1594,121064.57818723138
1595,90699.99541869649
1596,212654.91891859306
1597,173433.33224825727
1598,197204.01059896
1599,195106.8952774264
1600,192595.7803221813
1601,69140.02488400241
1602,107398.28106547332
1603,77277.1300464471
1604,244657.31090284785
